"","x"
"3408","NK"
"3409","Naive CD4+ T"
"3410","Effector CD4+ T"
"3411","Naive CD4+ T"
"3412","Effector CD8+ T"
"3413","Effector CD8+ T"
"3414","Monocytes"
"3415","Monocytes"
"3416","NK"
"3417","Effector CD4+ T"
"3418","Naive CD8+ T"
"3419","Effector CD4+ T"
"3420","Naive CD4+ T"
"3421","Effector CD4+ T"
"3422","Effector CD4+ T"
"3423","Naive CD8+ T"
"3424","Naive CD4+ T"
"3425","Effector CD4+ T"
"3426","Effector CD4+ T"
"3427","Effector CD4+ T"
"3428","Monocytes"
"3429","Naive CD4+ T"
"3430","Naive CD4+ T"
"3431","Effector CD8+ T"
"3432","Effector CD4+ T"
"3433","Naive CD8+ T"
"3434","unknown"
"3435","Monocytes"
"3436","Naive CD4+ T"
"3437","Effector CD4+ T"
"3438","Effector CD8+ T"
"3439","Effector CD4+ T"
"3440","Naive CD4+ T"
"3441","Naive CD4+ T"
"3442","Naive CD4+ T"
"3443","Effector CD4+ T"
"3444","Naive CD4+ T"
"3445","Naive CD4+ T"
"3446","Naive CD4+ T"
"3447","Naive CD4+ T"
"3448","Effector CD8+ T"
"3449","Monocytes"
"3450","Naive CD4+ T"
"3451","Naive CD4+ T"
"3452","Effector CD4+ T"
"3453","NK"
"3454","Effector CD4+ T"
"3455","Monocytes"
"3456","Monocytes"
"3457","Naive CD4+ T"
"3458","Effector CD8+ T"
"3459","unknown"
"3460","DC"
"3461","B"
"3462","B"
"3463","Effector CD4+ T"
"3464","Effector CD4+ T"
"3465","Naive CD4+ T"
"3466","Monocytes"
"3467","Effector CD8+ T"
"3468","Naive CD8+ T"
"3469","Naive CD4+ T"
"3470","Naive CD4+ T"
"3471","Effector CD8+ T"
"3472","Monocytes"
"3473","DC"
"3474","Naive CD4+ T"
"3475","DC"
"3476","Effector CD4+ T"
"3477","Effector CD4+ T"
"3478","NK"
"3479","DC"
"3480","Monocytes"
"3481","Monocytes"
"3482","Naive CD4+ T"
"3483","Naive CD4+ T"
"3484","Effector CD4+ T"
"3485","Naive CD8+ T"
"3486","Effector CD4+ T"
"3487","Effector CD4+ T"
"3488","Naive CD4+ T"
"3489","Naive CD4+ T"
"3490","Effector CD4+ T"
"3491","Effector CD4+ T"
"3492","Naive CD8+ T"
"3493","Effector CD4+ T"
"3494","NK"
"3495","Effector CD4+ T"
"3496","DC"
"3497","Effector CD8+ T"
"3498","Effector CD8+ T"
"3499","Naive CD4+ T"
"3500","Effector CD4+ T"
"3501","Effector CD4+ T"
"3502","Naive CD4+ T"
"3503","Naive CD8+ T"
"3504","Naive CD4+ T"
"3505","Effector CD8+ T"
"3506","Effector CD4+ T"
"3507","Naive CD4+ T"
"3508","Monocytes"
"3509","Effector CD8+ T"
"3510","Effector CD4+ T"
"3511","NK"
"3512","Effector CD8+ T"
"3513","Effector CD4+ T"
"3514","NK"
"3515","NK"
"3516","Effector CD4+ T"
"3517","Effector CD4+ T"
"3518","Effector CD4+ T"
"3519","Effector CD4+ T"
"3520","Naive CD4+ T"
"3521","Naive CD4+ T"
"3522","Monocytes"
"3523","Effector CD4+ T"
"3524","NK"
"3525","Effector CD4+ T"
"3526","Naive CD4+ T"
"3527","Monocytes"
"3528","Monocytes"
"3529","Effector CD4+ T"
"3530","Effector CD4+ T"
"3531","Monocytes"
"3532","Effector CD4+ T"
"3533","Effector CD4+ T"
"3534","Effector CD4+ T"
"3535","NK"
"3536","Monocytes"
"3537","Effector CD4+ T"
"3538","Effector CD4+ T"
"3539","Effector CD4+ T"
"3540","DC"
"3541","Effector CD4+ T"
"3542","Naive CD4+ T"
"3543","Naive CD4+ T"
"3544","Effector CD4+ T"
"3545","Naive CD4+ T"
"3546","Monocytes"
"3547","Naive CD8+ T"
"3548","Effector CD4+ T"
"3549","Effector CD4+ T"
"3550","Effector CD4+ T"
"3551","Naive CD4+ T"
"3552","Effector CD4+ T"
"3553","Effector CD4+ T"
"3554","Effector CD4+ T"
"3555","Effector CD4+ T"
"3556","NK"
"3557","Effector CD4+ T"
"3558","Monocytes"
"3559","Naive CD4+ T"
"3560","Effector CD4+ T"
"3561","Effector CD8+ T"
"3562","Effector CD4+ T"
"3563","Effector CD4+ T"
"3564","Naive CD4+ T"
"3565","Monocytes"
"3566","Naive CD4+ T"
"3567","B"
"3568","Monocytes"
"3569","NK"
"3570","Naive CD8+ T"
"3571","Effector CD4+ T"
"3572","Naive CD8+ T"
"3573","Naive CD4+ T"
"3574","Monocytes"
"3575","Effector CD4+ T"
"3576","Effector CD4+ T"
"3577","DC"
"3578","Monocytes"
"3579","Naive CD8+ T"
"3580","Effector CD4+ T"
"3581","Effector CD4+ T"
"3582","DC"
"3583","Naive CD4+ T"
"3584","Effector CD4+ T"
"3585","Effector CD4+ T"
"3586","Naive CD4+ T"
"3587","Effector CD4+ T"
"3588","Effector CD4+ T"
"3589","Naive CD4+ T"
"3590","Effector CD8+ T"
"3591","Naive CD4+ T"
"3592","Naive CD4+ T"
"3593","Monocytes"
"3594","Monocytes"
"3595","Effector CD4+ T"
"3596","Effector CD4+ T"
"3597","Naive CD4+ T"
"3598","Effector CD4+ T"
"3599","B"
"3600","Naive CD8+ T"
"3601","Naive CD4+ T"
"3602","Naive CD4+ T"
"3603","Effector CD8+ T"
"3604","Effector CD4+ T"
"3605","unknown"
"3606","Naive CD4+ T"
"3607","Effector CD8+ T"
"3608","Effector CD4+ T"
"3609","Effector CD4+ T"
"3610","Monocytes"
"3611","Naive CD4+ T"
"3612","Monocytes"
"3613","Effector CD4+ T"
"3614","DC"
"3615","Effector CD8+ T"
"3616","unknown"
"3617","Naive CD4+ T"
"3618","unknown"
"3619","Naive CD4+ T"
"3620","B"
"3621","Effector CD4+ T"
"3622","Effector CD4+ T"
"3623","Naive CD8+ T"
"3624","Effector CD4+ T"
"3625","DC"
"3626","Effector CD4+ T"
"3627","Effector CD4+ T"
"3628","Effector CD4+ T"
"3629","Effector CD4+ T"
"3630","Monocytes"
"3631","Effector CD4+ T"
"3632","Effector CD4+ T"
"3633","Effector CD4+ T"
"3634","DC"
"3635","Naive CD8+ T"
"3636","Effector CD4+ T"
"3637","Naive CD4+ T"
"3638","Naive CD4+ T"
"3639","Effector CD8+ T"
"3640","Naive CD4+ T"
"3641","DC"
"3642","Monocytes"
"3643","NK"
"3644","B"
"3645","Monocytes"
"3646","Effector CD8+ T"
"3647","Monocytes"
"3648","Monocytes"
"3649","Monocytes"
"3650","Naive CD8+ T"
"3651","Naive CD8+ T"
"3652","NK"
"3653","Naive CD4+ T"
"3654","Monocytes"
"3655","Effector CD4+ T"
"3656","Monocytes"
"3657","Monocytes"
"3658","Effector CD4+ T"
"3659","Effector CD8+ T"
"3660","Naive CD4+ T"
"3661","Naive CD4+ T"
"3662","Effector CD8+ T"
"3663","Naive CD4+ T"
"3664","Monocytes"
"3665","Effector CD4+ T"
"3666","Effector CD4+ T"
"3667","Naive CD4+ T"
"3668","unknown"
"3669","Effector CD4+ T"
"3670","Effector CD4+ T"
"3671","Effector CD4+ T"
"3672","Effector CD4+ T"
"3673","Effector CD4+ T"
"3674","DC"
"3675","Monocytes"
"3676","Monocytes"
"3677","Naive CD8+ T"
"3678","Effector CD8+ T"
"3679","Monocytes"
"3680","Effector CD4+ T"
"3681","DC"
"3682","Naive CD4+ T"
"3683","Monocytes"
"3684","Naive CD4+ T"
"3685","Monocytes"
"3686","Naive CD4+ T"
"3687","Monocytes"
"3688","Naive CD4+ T"
"3689","Naive CD4+ T"
"3690","Effector CD4+ T"
"3691","Effector CD4+ T"
"3692","Effector CD4+ T"
"3693","Effector CD4+ T"
"3694","Naive CD4+ T"
"3695","NK"
"3696","Naive CD8+ T"
"3697","NK"
"3698","Monocytes"
"3699","Monocytes"
"3700","Effector CD8+ T"
"3701","Effector CD4+ T"
"3702","unknown"
"3703","unknown"
"3704","Effector CD4+ T"
"3705","Effector CD4+ T"
"3706","B"
"3707","DC"
"3708","NK"
"3709","Monocytes"
"3710","Effector CD4+ T"
"3711","NK"
"3712","Effector CD8+ T"
"3713","Effector CD4+ T"
"3714","NK"
"3715","Effector CD4+ T"
"3716","B"
"3717","Effector CD4+ T"
"3718","Effector CD4+ T"
"3719","Naive CD4+ T"
"3720","Effector CD8+ T"
"3721","Naive CD4+ T"
"3722","Naive CD8+ T"
"3723","DC"
"3724","Monocytes"
"3725","Naive CD8+ T"
"3726","Monocytes"
"3727","Effector CD4+ T"
"3728","Naive CD4+ T"
"3729","Effector CD4+ T"
"3730","Effector CD4+ T"
"3731","Effector CD4+ T"
"3732","B"
"3733","Monocytes"
"3734","NK"
"3735","Effector CD8+ T"
"3736","Effector CD4+ T"
"3737","NK"
"3738","Effector CD4+ T"
"3739","Naive CD4+ T"
"3740","Monocytes"
"3741","NK"
"3742","Effector CD4+ T"
"3743","Effector CD4+ T"
"3744","Monocytes"
"3745","Effector CD4+ T"
"3746","Naive CD4+ T"
"3747","Naive CD4+ T"
"3748","Effector CD4+ T"
"3749","Naive CD4+ T"
"3750","Effector CD4+ T"
"3751","Effector CD4+ T"
"3752","Naive CD8+ T"
"3753","DC"
"3754","unknown"
"3755","unknown"
"3756","DC"
"3757","Effector CD4+ T"
"3758","Naive CD4+ T"
"3759","DC"
"3760","Monocytes"
"3761","Effector CD8+ T"
"3762","Naive CD4+ T"
"3763","Naive CD4+ T"
"3764","Effector CD4+ T"
"3765","Naive CD4+ T"
"3766","Naive CD8+ T"
"3767","NK"
"3768","Naive CD4+ T"
"3769","Effector CD4+ T"
"3770","Naive CD4+ T"
"3771","Monocytes"
"3772","Naive CD8+ T"
"3773","Effector CD4+ T"
"3774","NK"
"3775","B"
"3776","Effector CD4+ T"
"3777","Effector CD4+ T"
"3778","Effector CD4+ T"
"3779","Effector CD4+ T"
"3780","Effector CD4+ T"
"3781","Effector CD4+ T"
"3782","Naive CD8+ T"
"3783","Effector CD8+ T"
"3784","Naive CD8+ T"
"3785","Naive CD4+ T"
"3786","Naive CD4+ T"
"3787","B"
"3788","Naive CD4+ T"
"3789","Naive CD8+ T"
"3790","Monocytes"
"3791","DC"
"3792","Effector CD8+ T"
"3793","Naive CD4+ T"
"3794","Monocytes"
"3795","B"
"3796","NK"
"3797","Effector CD4+ T"
"3798","unknown"
"3799","Effector CD4+ T"
"3800","Effector CD8+ T"
"3801","Monocytes"
"3802","unknown"
"3803","Monocytes"
"3804","Monocytes"
"3805","Monocytes"
"3806","Naive CD8+ T"
"3807","Effector CD4+ T"
"3808","Effector CD4+ T"
"3809","Naive CD4+ T"
"3810","Effector CD4+ T"
"3811","NK"
"3812","Effector CD4+ T"
"3813","unknown"
"3814","unknown"
"3815","Effector CD4+ T"
"3816","Effector CD4+ T"
"3817","Effector CD4+ T"
"3818","Monocytes"
"3819","DC"
"3820","DC"
"3821","Effector CD8+ T"
"3822","Effector CD4+ T"
"3823","Effector CD4+ T"
"3824","Effector CD8+ T"
"3825","Effector CD8+ T"
"3826","Naive CD8+ T"
"3827","Monocytes"
"3828","Monocytes"
"3829","Monocytes"
"3830","Naive CD8+ T"
"3831","NK"
"3832","DC"
"3833","NK"
"3834","B"
"3835","Monocytes"
"3836","Monocytes"
"3837","Effector CD4+ T"
"3838","B"
"3839","Naive CD4+ T"
"3840","unknown"
"3841","Effector CD8+ T"
"3842","Effector CD4+ T"
"3843","Effector CD4+ T"
"3844","Effector CD4+ T"
"3845","Effector CD4+ T"
"3846","Effector CD8+ T"
"3847","Naive CD8+ T"
"3848","Naive CD4+ T"
"3849","Monocytes"
"3850","Effector CD4+ T"
"3851","Naive CD4+ T"
"3852","Effector CD8+ T"
"3853","Effector CD4+ T"
"3854","Effector CD4+ T"
"3855","Effector CD4+ T"
"3856","Monocytes"
"3857","Effector CD4+ T"
"3858","Effector CD8+ T"
"3859","NK"
"3860","DC"
"3861","Monocytes"
"3862","B"
"3863","Monocytes"
"3864","Effector CD4+ T"
"3865","Effector CD4+ T"
"3866","Naive CD4+ T"
"3867","Effector CD8+ T"
"3868","DC"
"3869","Effector CD4+ T"
"3870","Monocytes"
"3871","DC"
"3872","Effector CD4+ T"
"3873","Effector CD4+ T"
"3874","Effector CD4+ T"
"3875","Naive CD4+ T"
"3876","NK"
"3877","NK"
"3878","NK"
"3879","Effector CD8+ T"
"3880","Monocytes"
"3881","Effector CD4+ T"
"3882","Monocytes"
"3883","Naive CD4+ T"
"3884","Effector CD8+ T"
"3885","Effector CD4+ T"
"3886","Effector CD4+ T"
"3887","Naive CD4+ T"
"3888","Effector CD4+ T"
"3889","Effector CD4+ T"
"3890","Effector CD4+ T"
"3891","Effector CD4+ T"
"3892","Monocytes"
"3893","B"
"3894","Monocytes"
"3895","Effector CD4+ T"
"3896","Effector CD4+ T"
"3897","Monocytes"
"3898","Naive CD4+ T"
"3899","Effector CD4+ T"
"3900","DC"
"3901","Naive CD8+ T"
"3902","Naive CD8+ T"
"3903","Effector CD8+ T"
"3904","Monocytes"
"3905","NK"
"3906","Monocytes"
"3907","Effector CD4+ T"
"3908","Monocytes"
"3909","B"
"3910","Naive CD4+ T"
"3911","Effector CD4+ T"
"3912","Effector CD4+ T"
"3913","Effector CD4+ T"
"3914","DC"
"3915","NK"
"3916","Monocytes"
"3917","Monocytes"
"3918","NK"
"3919","Effector CD4+ T"
"3920","Naive CD8+ T"
"3921","NK"
"3922","Effector CD4+ T"
"3923","Effector CD4+ T"
"3924","Effector CD8+ T"
"3925","Monocytes"
"3926","Effector CD4+ T"
"3927","Effector CD4+ T"
"3928","Monocytes"
"3929","Effector CD4+ T"
"3930","NK"
"3931","Monocytes"
"3932","Effector CD4+ T"
"3933","Effector CD4+ T"
"3934","Monocytes"
"3935","unknown"
"3936","Naive CD8+ T"
"3937","Monocytes"
"3938","DC"
"3939","Monocytes"
"3940","Naive CD8+ T"
"3941","Effector CD4+ T"
"3942","B"
"3943","Naive CD8+ T"
"3944","NK"
"3945","unknown"
"3946","Effector CD4+ T"
"3947","Effector CD4+ T"
"3948","Effector CD4+ T"
"3949","DC"
"3950","Naive CD8+ T"
"3951","DC"
"3952","DC"
"3953","Effector CD8+ T"
"3954","Effector CD4+ T"
"3955","NK"
"3956","Effector CD4+ T"
"3957","Naive CD8+ T"
"3958","Naive CD8+ T"
"3959","Effector CD4+ T"
"3960","Effector CD4+ T"
"3961","Monocytes"
"3962","Effector CD4+ T"
"3963","Effector CD4+ T"
"3964","unknown"
"3965","Effector CD4+ T"
"3966","Effector CD4+ T"
"3967","Effector CD4+ T"
"3968","Effector CD8+ T"
"3969","Monocytes"
"3970","Naive CD8+ T"
"3971","Effector CD8+ T"
"3972","Effector CD4+ T"
"3973","Monocytes"
"3974","Naive CD8+ T"
"3975","NK"
"3976","DC"
"3977","Effector CD4+ T"
"3978","unknown"
"3979","Monocytes"
"3980","Effector CD4+ T"
"3981","Naive CD4+ T"
"3982","Effector CD4+ T"
"3983","Effector CD4+ T"
"3984","Effector CD4+ T"
"3985","Monocytes"
"3986","Monocytes"
"3987","Monocytes"
"3988","Monocytes"
"3989","Monocytes"
"3990","Monocytes"
"3991","Monocytes"
"3992","unknown"
"3993","Effector CD4+ T"
"3994","Effector CD4+ T"
"3995","Effector CD8+ T"
"3996","Monocytes"
"3997","B"
"3998","Naive CD4+ T"
"3999","Naive CD4+ T"
"4000","Monocytes"
"4001","Effector CD4+ T"
"4002","DC"
"4003","NK"
"4004","Effector CD4+ T"
"4005","Effector CD4+ T"
"4006","unknown"
"4007","Naive CD8+ T"
"4008","Naive CD4+ T"
"4009","Effector CD4+ T"
"4010","Naive CD8+ T"
"4011","Monocytes"
"4012","Naive CD4+ T"
"4013","Monocytes"
"4014","Monocytes"
"4015","Monocytes"
"4016","Monocytes"
"4017","Naive CD4+ T"
"4018","Effector CD4+ T"
"4019","Monocytes"
"4020","NK"
"4021","Effector CD4+ T"
"4022","Effector CD4+ T"
"4023","Effector CD8+ T"
"4024","Monocytes"
"4025","Effector CD4+ T"
"4026","DC"
"4027","Naive CD4+ T"
"4028","DC"
"4029","Naive CD4+ T"
"4030","Monocytes"
"4031","Effector CD8+ T"
"4032","Effector CD4+ T"
"4033","Effector CD8+ T"
"4034","Monocytes"
"4035","Effector CD4+ T"
"4036","Naive CD8+ T"
"4037","Effector CD4+ T"
"4038","Naive CD4+ T"
"4039","Effector CD4+ T"
"4040","NK"
"4041","Naive CD8+ T"
"4042","Naive CD4+ T"
"4043","Naive CD4+ T"
"4044","Effector CD4+ T"
"4045","Naive CD4+ T"
"4046","Effector CD8+ T"
"4047","Effector CD4+ T"
"4048","Effector CD4+ T"
"4049","Effector CD4+ T"
"4050","Monocytes"
"4051","Effector CD4+ T"
"4052","Naive CD4+ T"
"4053","Effector CD8+ T"
"4054","Effector CD4+ T"
"4055","Monocytes"
"4056","Monocytes"
"4057","Naive CD8+ T"
"4058","Naive CD8+ T"
"4059","Naive CD8+ T"
"4060","Effector CD8+ T"
"4061","Effector CD4+ T"
"4062","Effector CD4+ T"
"4063","Monocytes"
"4064","Effector CD4+ T"
"4065","NK"
"4066","Naive CD8+ T"
"4067","Naive CD8+ T"
"4068","Effector CD4+ T"
"4069","Naive CD4+ T"
"4070","NK"
"4071","unknown"
"4072","Effector CD8+ T"
"4073","DC"
"4074","Monocytes"
"4075","Naive CD4+ T"
"4076","Effector CD4+ T"
"4077","Naive CD4+ T"
"4078","Monocytes"
"4079","Naive CD8+ T"
"4080","Naive CD8+ T"
"4081","Effector CD4+ T"
"4082","B"
"4083","Effector CD4+ T"
"4084","Monocytes"
"4085","Monocytes"
"4086","Monocytes"
"4087","Monocytes"
"4088","Effector CD4+ T"
"4089","Monocytes"
"4090","Effector CD8+ T"
"4091","Monocytes"
"4092","DC"
"4093","Naive CD8+ T"
"4094","Effector CD4+ T"
"4095","Monocytes"
"4096","Naive CD8+ T"
"4097","Naive CD8+ T"
"4098","Effector CD8+ T"
"4099","Monocytes"
"4100","Monocytes"
"4101","Monocytes"
"4102","Effector CD4+ T"
"4103","Effector CD4+ T"
"4104","Monocytes"
"4105","Naive CD4+ T"
"4106","Monocytes"
"4107","DC"
"4108","Effector CD4+ T"
"4109","Effector CD4+ T"
"4110","Effector CD4+ T"
"4111","Effector CD4+ T"
"4112","Effector CD4+ T"
"4113","Naive CD8+ T"
"4114","Effector CD4+ T"
"4115","Naive CD4+ T"
"4116","unknown"
"4117","NK"
"4118","Effector CD8+ T"
"4119","Naive CD8+ T"
"4120","DC"
"4121","Monocytes"
"4122","Effector CD4+ T"
"4123","unknown"
"4124","Naive CD8+ T"
"4125","Naive CD4+ T"
"4126","Monocytes"
"4127","NK"
"4128","Effector CD8+ T"
"4129","Monocytes"
"4130","Naive CD4+ T"
"4131","Naive CD8+ T"
"4132","Effector CD4+ T"
"4133","Effector CD8+ T"
"4134","Monocytes"
"4135","Naive CD4+ T"
"4136","Naive CD8+ T"
"4137","Effector CD4+ T"
"4138","Effector CD4+ T"
"4139","Naive CD4+ T"
"4140","DC"
"4141","Effector CD4+ T"
"4142","DC"
"4143","Effector CD8+ T"
"4144","Naive CD4+ T"
"4145","DC"
"4146","Naive CD4+ T"
"4147","Naive CD4+ T"
"4148","Naive CD8+ T"
"4149","Naive CD4+ T"
"4150","Monocytes"
"4151","Effector CD4+ T"
"4152","Effector CD8+ T"
"4153","Effector CD4+ T"
"4154","Monocytes"
"4155","Naive CD4+ T"
"4156","Effector CD4+ T"
"4157","Effector CD4+ T"
"4158","Monocytes"
"4159","Monocytes"
"4160","Effector CD4+ T"
"4161","Effector CD4+ T"
"4162","unknown"
"4163","Monocytes"
"4164","Naive CD4+ T"
"4165","Effector CD4+ T"
"4166","Naive CD4+ T"
"4167","Effector CD4+ T"
"4168","B"
"4169","Naive CD8+ T"
"4170","Monocytes"
"4171","Monocytes"
"4172","Effector CD4+ T"
"4173","Naive CD4+ T"
"4174","Effector CD4+ T"
"4175","Monocytes"
"4176","Monocytes"
"4177","Naive CD4+ T"
"4178","DC"
"4179","Effector CD4+ T"
"4180","Effector CD4+ T"
"4181","Effector CD4+ T"
"4182","Naive CD4+ T"
"4183","DC"
"4184","Naive CD8+ T"
"4185","Naive CD4+ T"
"4186","Naive CD4+ T"
"4187","Effector CD4+ T"
"4188","Monocytes"
"4189","Effector CD4+ T"
"4190","Naive CD4+ T"
"4191","B"
"4192","Naive CD4+ T"
"4193","Monocytes"
"4194","Naive CD8+ T"
"4195","Effector CD8+ T"
"4196","Monocytes"
"4197","NK"
"4198","Naive CD4+ T"
"4199","Naive CD8+ T"
"4200","Naive CD4+ T"
"4201","Monocytes"
"4202","NK"
"4203","Effector CD8+ T"
"4204","Naive CD4+ T"
"4205","Naive CD8+ T"
"4206","Monocytes"
"4207","Effector CD4+ T"
"4208","DC"
"4209","Monocytes"
"4210","Effector CD4+ T"
"4211","Naive CD4+ T"
"4212","Naive CD8+ T"
"4213","Naive CD8+ T"
"4214","Naive CD4+ T"
"4215","Naive CD4+ T"
"4216","Effector CD4+ T"
"4217","Monocytes"
"4218","Monocytes"
"4219","NK"
"4220","Naive CD8+ T"
"4221","B"
"4222","Effector CD4+ T"
"4223","B"
"4224","DC"
"4225","Effector CD4+ T"
"4226","Effector CD4+ T"
"4227","Effector CD8+ T"
"4228","Monocytes"
"4229","Naive CD4+ T"
"4230","Naive CD8+ T"
"4231","DC"
"4232","NK"
"4233","Effector CD4+ T"
"4234","Naive CD4+ T"
"4235","Naive CD4+ T"
"4236","Effector CD4+ T"
"4237","B"
"4238","Monocytes"
"4239","Effector CD4+ T"
"4240","Effector CD4+ T"
"4241","Monocytes"
"4242","Effector CD8+ T"
"4243","DC"
"4244","unknown"
"4245","Monocytes"
"4246","Monocytes"
"4247","Naive CD4+ T"
"4248","Naive CD8+ T"
"4249","Effector CD8+ T"
"4250","Naive CD8+ T"
"4251","Monocytes"
"4252","Naive CD4+ T"
"4253","Monocytes"
"4254","NK"
"4255","NK"
"4256","Effector CD4+ T"
"4257","NK"
"4258","Naive CD4+ T"
"4259","Effector CD4+ T"
"4260","Naive CD4+ T"
"4261","Naive CD4+ T"
"4262","Naive CD4+ T"
"4263","Naive CD4+ T"
"4264","unknown"
"4265","Naive CD4+ T"
"4266","Monocytes"
"4267","NK"
"4268","Naive CD4+ T"
"4269","Naive CD4+ T"
"4270","B"
"4271","NK"
"4272","NK"
"4273","Naive CD8+ T"
"4274","Monocytes"
"4275","Naive CD4+ T"
"4276","NK"
"4277","Monocytes"
"4278","Effector CD4+ T"
"4279","NK"
"4280","NK"
"4281","Effector CD4+ T"
"4282","Effector CD4+ T"
"4283","Effector CD4+ T"
"4284","Naive CD4+ T"
"4285","Naive CD4+ T"
"4286","Effector CD4+ T"
"4287","Effector CD4+ T"
"4288","Naive CD4+ T"
"4289","B"
"4290","B"
"4291","Effector CD4+ T"
"4292","NK"
"4293","unknown"
"4294","Naive CD8+ T"
"4295","Naive CD4+ T"
"4296","Monocytes"
"4297","Naive CD4+ T"
"4298","DC"
"4299","Effector CD4+ T"
"4300","Naive CD4+ T"
"4301","Naive CD4+ T"
"4302","Naive CD8+ T"
"4303","DC"
"4304","Naive CD8+ T"
"4305","Effector CD4+ T"
"4306","DC"
"4307","Naive CD8+ T"
"4308","Naive CD8+ T"
"4309","Effector CD4+ T"
"4310","Effector CD4+ T"
"4311","Naive CD4+ T"
"4312","Naive CD4+ T"
"4313","Effector CD4+ T"
"4314","Monocytes"
"4315","Monocytes"
"4316","NK"
"4317","Effector CD4+ T"
"4318","Monocytes"
"4319","Naive CD4+ T"
"4320","Effector CD8+ T"
"4321","Effector CD4+ T"
"4322","DC"
"4323","Effector CD8+ T"
"4324","Monocytes"
"4325","B"
"4326","Effector CD4+ T"
"4327","Naive CD4+ T"
"4328","Effector CD4+ T"
"4329","Effector CD8+ T"
"4330","DC"
"4331","Naive CD8+ T"
"4332","B"
"4333","Naive CD4+ T"
"4334","Naive CD4+ T"
"4335","Monocytes"
"4336","Effector CD4+ T"
"4337","Naive CD4+ T"
"4338","Naive CD8+ T"
"4339","Naive CD4+ T"
"4340","NK"
"4341","Effector CD4+ T"
"4342","Effector CD8+ T"
"4343","Naive CD4+ T"
"4344","Effector CD4+ T"
"4345","Naive CD4+ T"
"4346","Effector CD4+ T"
"4347","B"
"4348","DC"
"4349","Effector CD4+ T"
"4350","Naive CD4+ T"
"4351","Effector CD8+ T"
"4352","Naive CD4+ T"
"4353","Naive CD4+ T"
"4354","Effector CD4+ T"
"4355","NK"
"4356","Monocytes"
"4357","Naive CD4+ T"
"4358","Naive CD4+ T"
"4359","Naive CD8+ T"
"4360","Naive CD4+ T"
"4361","Naive CD4+ T"
"4362","DC"
"4363","Monocytes"
"4364","Effector CD4+ T"
"4365","Effector CD4+ T"
"4366","Naive CD8+ T"
"4367","Effector CD4+ T"
"4368","Effector CD8+ T"
"4369","Naive CD4+ T"
"4370","Effector CD8+ T"
"4371","Monocytes"
"4372","Effector CD4+ T"
"4373","DC"
"4374","Naive CD8+ T"
"4375","Monocytes"
"4376","Naive CD4+ T"
"4377","Effector CD4+ T"
"4378","B"
"4379","DC"
"4380","Naive CD4+ T"
"4381","Naive CD4+ T"
"4382","NK"
"4383","Naive CD8+ T"
"4384","DC"
"4385","Naive CD4+ T"
"4386","Naive CD4+ T"
"4387","Monocytes"
"4388","Naive CD4+ T"
"4389","DC"
"4390","Naive CD8+ T"
"4391","Naive CD4+ T"
"4392","Effector CD4+ T"
"4393","Naive CD4+ T"
"4394","Naive CD4+ T"
"4395","NK"
"4396","B"
"4397","Naive CD4+ T"
"4398","DC"
"4399","Effector CD4+ T"
"4400","Effector CD4+ T"
"4401","Naive CD4+ T"
"4402","Naive CD4+ T"
"4403","Effector CD4+ T"
"4404","Naive CD4+ T"
"4405","Naive CD8+ T"
"4406","Effector CD4+ T"
"4407","Monocytes"
"4408","Naive CD8+ T"
"4409","unknown"
"4410","DC"
"4411","Monocytes"
"4412","DC"
"4413","DC"
"4414","Naive CD4+ T"
"4415","Naive CD8+ T"
"4416","Naive CD8+ T"
"4417","DC"
"4418","NK"
"4419","Naive CD8+ T"
"4420","DC"
"4421","Monocytes"
"4422","Monocytes"
"4423","Naive CD4+ T"
"4424","Effector CD4+ T"
"4425","DC"
"4426","Monocytes"
"4427","DC"
"4428","Naive CD4+ T"
"4429","Naive CD4+ T"
"4430","Naive CD4+ T"
"4431","DC"
"4432","DC"
"4433","Naive CD4+ T"
"4434","Monocytes"
"4435","Monocytes"
"4436","DC"
"4437","Monocytes"
"4438","Naive CD4+ T"
"4439","Naive CD4+ T"
"4440","Naive CD4+ T"
"4441","B"
"4442","Monocytes"
"4443","Naive CD4+ T"
"4444","DC"
"4445","Monocytes"
"4446","Naive CD4+ T"
"4447","Naive CD8+ T"
"4448","Naive CD4+ T"
"4449","NK"
"4450","DC"
"4451","Naive CD8+ T"
"4452","Effector CD4+ T"
"4453","DC"
"4454","Effector CD4+ T"
"4455","Naive CD4+ T"
"4456","Effector CD4+ T"
"4457","DC"
"4458","Monocytes"
"4459","Effector CD4+ T"
"4460","DC"
"4461","Naive CD4+ T"
"4462","DC"
"4463","Naive CD8+ T"
"4464","Naive CD4+ T"
"4465","Naive CD8+ T"
"4466","DC"
"4467","B"
"4468","DC"
"4469","Effector CD8+ T"
"4470","Naive CD4+ T"
"4471","Monocytes"
"4472","Naive CD4+ T"
"4473","B"
"4474","Naive CD4+ T"
"4475","DC"
"4476","Effector CD8+ T"
"4477","Naive CD4+ T"
"4478","Naive CD4+ T"
"4479","DC"
"4480","Naive CD4+ T"
"4481","DC"
"4482","DC"
"4483","Effector CD4+ T"
"4484","Naive CD4+ T"
"4485","B"
"4486","Naive CD4+ T"
"4487","Naive CD4+ T"
"4488","Effector CD4+ T"
"4489","Effector CD4+ T"
